STATE/UT,DISTRICT,MURDER,ATTEMPT TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,DACOITY,ROBBERY,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
KARNATAKA,TUMKUR,91,80,33,0,33,10,8,94,375,11,153,171,0,0,5567
KARNATAKA,UDUPI,14,18,5,0,5,3,5,36,119,4,37,41,1,0,2454
KARNATAKA,UTTAR KANNADA,33,23,7,0,7,10,0,21,112,5,46,97,8,0,2828
KARNATAKA,YADGIRI,26,37,9,0,9,20,1,5,179,1,28,97,9,0,1486
KARNATAKA,TOTAL,1860,1923,621,0,621,1070,211,2207,7502,401,5822,2978,100,32,134021
KERALA,ALAPUZHA,20,18,44,0,44,15,2,16,553,17,188,250,14,0,8555
KERALA,ERNAKULAM COMMR.,9,10,28,0,28,5,5,25,393,8,630,108,16,0,17324
KERALA,ERNAKULAM RURAL,21,39,59,0,59,9,5,36,470,16,225,162,25,0,10678
KERALA,IDUKKI,22,29,53,0,53,10,5,13,295,37,158,189,10,0,5134
KERALA,KANNUR,32,27,66,0,66,18,7,71,1277,10,221,183,12,0,8400
KERALA,KASARGOD,14,23,89,0,89,10,6,36,590,4,175,156,15,0,5174
KERALA,KOLLAM COMMR.,21,41,46,0,46,18,3,62,293,6,90,171,41,0,7074
KERALA,KOLLAM RURAL,30,28,49,0,49,14,2,30,469,9,109,270,20,0,5981
KERALA,KOTTAYAM,20,29,55,0,55,17,2,26,483,35,299,265,55,0,12355
KERALA,KOZHIKODE COMMR.,7,7,36,0,36,3,2,65,353,19,164,103,83,0,4156
KERALA,KOZHIKODE RURAL,9,24,42,0,42,13,3,31,1102,8,157,153,15,0,5645
KERALA,MALAPPURAM,16,26,97,0,97,3,4,33,792,12,441,221,21,0,14385
KERALA,PALAKKAD,32,42,68,0,68,9,6,30,706,49,262,146,11,0,8611
KERALA,PATHANAMTHITTA,28,24,32,0,32,16,1,18,411,7,117,137,8,0,5327
KERALA,RAILWAYS,0,1,0,0,0,1,0,3,5,0,1,46,12,0,348
KERALA,THRISSUR COMMR.,9,14,35,0,35,9,1,28,443,13,366,111,32,0,6231
KERALA,THRISSUR RURAL,18,49,46,0,46,9,6,40,588,19,341,218,36,0,13403
KERALA,TRIVANDRUM COMMR.,14,12,41,0,41,16,4,101,629,11,304,226,19,0,7253
KERALA,TRIVANDRUM RURAL,42,49,97,0,97,10,8,48,826,15,294,541,38,0,10065
KERALA,WAYANADU,10,5,36,0,36,9,0,13,260,6,139,79,15,0,2890
KERALA,TOTAL,374,497,1019,0,1019,214,72,725,10938,301,4681,3735,498,0,158989
MADHYA PRADESH,ALIRAJPUR,60,33,22,0,22,12,1,16,9,2,2,31,1,0,1355
MADHYA PRADESH,ANUPPUR,35,15,62,0,62,8,1,15,17,23,28,80,6,0,1794
MADHYA PRADESH,ASHOK NAGAR,34,15,50,0,50,5,2,11,24,3,13,62,1,0,2474
MADHYA PRADESH,BALAGHAT,43,22,78,0,78,7,0,13,48,10,22,113,11,0,2792
MADHYA PRADESH,BARWANI,46,15,50,0,50,8,1,13,18,3,13,72,5,0,2026
MADHYA PRADESH,BETUL,75,26,118,0,118,10,0,7,13,1,26,151,15,0,3080
MADHYA PRADESH,BHIND,64,80,49,0,49,25,6,87,77,5,35,83,7,0,3920
MADHYA PRADESH,BHOPAL,78,96,143,0,143,49,2,200,118,25,203,244,52,0,14320
MADHYA PRADESH,BHOPAL RLY.,4,8,4,0,4,1,1,25,1,2,2,14,1,0,1429
MADHYA PRADESH,BURHANPUR,11,12,23,0,23,5,0,7,8,6,24,42,22,0,1436
MADHYA PRADESH,CHHATARPUR,50,60,62,0,62,39,2,40,61,5,34,172,0,0,4521
MADHYA PRADESH,CHHINDWARA,61,33,122,0,122,19,1,31,66,3,73,202,41,0,5310
MADHYA PRADESH,DAMOH,51,47,50,0,50,27,0,18,15,3,26,165,0,0,3248
MADHYA PRADESH,DATIYA,51,34,23,0,23,20,0,40,35,2,8,61,0,0,2441
MADHYA PRADESH,DEWAS,62,55,70,0,70,29,3,26,34,15,35,146,31,0,5369
MADHYA PRADESH,DHAR,61,53,81,0,81,45,4,14,24,27,37,173,16,0,5558
MADHYA PRADESH,DINDORI,32,8,40,0,40,6,0,2,10,4,17,80,6,0,1268
MADHYA PRADESH,GUNA,44,45,60,0,60,25,4,26,36,6,23,131,11,0,3592
MADHYA PRADESH,GWALIOR,96,172,85,0,85,75,8,199,112,38,152,158,13,0,10313
MADHYA PRADESH,HARDA,14,20,26,0,26,10,1,13,9,3,10,51,4,0,1318
MADHYA PRADESH,HOSHANGABAD,44,32,69,0,69,27,0,17,17,22,45,129,21,0,3298
MADHYA PRADESH,INDORE,123,172,173,0,173,42,4,275,82,39,205,405,114,0,21091
MADHYA PRADESH,INDORE RLY.,3,2,3,0,3,3,2,8,1,0,0,3,1,0,427
MADHYA PRADESH,JABALPUR,98,129,127,0,127,45,0,99,60,17,137,253,43,0,10575
MADHYA PRADESH,JABALPUR RLY.,6,1,3,0,3,0,0,34,1,0,1,13,1,0,975
MADHYA PRADESH,JHABUA,20,24,62,0,62,17,5,27,34,1,10,92,0,0,2431
MADHYA PRADESH,KATNI,36,22,58,0,58,14,1,24,26,3,50,146,14,0,3383
MADHYA PRADESH,KHANDWA,27,20,66,0,66,5,0,10,20,6,15,136,6,0,2841
MADHYA PRADESH,KHARGON,51,38,67,0,67,20,1,14,42,5,17,133,22,0,4171
MADHYA PRADESH,MANDLA,25,16,75,0,75,8,0,6,7,4,14,94,12,0,2275
MADHYA PRADESH,MANDSAUR,37,49,49,0,49,28,2,20,25,69,42,100,6,1,3469
MADHYA PRADESH,MORENA,53,110,32,0,32,29,15,54,122,1,48,107,3,0,5431
MADHYA PRADESH,NARSINGHPUR,46,47,71,0,71,14,0,16,20,7,38,158,31,0,3371
MADHYA PRADESH,NEEMUCH,18,17,25,0,25,10,0,22,35,64,23,43,13,0,2183
MADHYA PRADESH,PANNA,30,19,34,0,34,4,0,11,1,3,11,72,10,0,2234
MADHYA PRADESH,RAISEN,54,42,92,0,92,16,1,20,24,0,22,158,0,0,4207
MADHYA PRADESH,RAJGARH,36,40,90,0,90,47,2,26,61,7,28,181,25,0,4712
MADHYA PRADESH,RATLAM,37,55,72,0,72,25,1,26,27,29,53,128,11,0,3420
MADHYA PRADESH,REWA,54,44,92,0,92,35,8,44,35,7,63,115,7,0,5498
MADHYA PRADESH,SAGAR,83,89,125,0,125,61,1,64,81,10,42,441,22,0,9276
MADHYA PRADESH,SATNA,72,38,89,0,89,25,5,40,31,12,32,138,7,0,5407
MADHYA PRADESH,SEONI,38,12,65,0,65,8,0,7,19,7,37,100,7,0,2728
MADHYA PRADESH,SHAHDOL,44,13,81,0,81,27,2,33,31,11,28,133,7,0,3375
MADHYA PRADESH,SHAJAPUR,39,44,67,0,67,17,4,18,42,14,29,102,15,0,3350
MADHYA PRADESH,SHEOPUR,8,15,17,0,17,4,0,18,28,2,10,40,0,0,1347
MADHYA PRADESH,SHIVPURI,61,54,104,0,104,22,7,39,83,5,38,148,19,0,4968
MADHYA PRADESH,SIDHI,31,9,48,0,48,38,0,7,9,3,27,84,5,0,2568
MADHYA PRADESH,SIHORE,23,36,69,0,69,14,0,21,27,4,29,100,13,1,3894
MADHYA PRADESH,SINGRAULI,36,9,32,0,32,33,2,9,28,4,7,87,6,0,2393
MADHYA PRADESH,TIKAMGARH,43,27,61,0,61,8,0,24,48,2,13,124,7,4,3302
MADHYA PRADESH,UJJAIN,55,193,73,0,73,31,4,73,83,22,64,180,53,0,8286
MADHYA PRADESH,UMARIYA,12,3,22,0,22,2,1,7,10,0,14,68,7,0,1262
MADHYA PRADESH,VIDISHA,58,62,94,0,94,23,2,24,56,10,46,213,23,0,4623
MADHYA PRADESH,TOTAL,2373,2332,3425,0,3425,1127,107,1940,1951,576,2021,6655,774,6,220335
MAHARASHTRA,AHMEDNAGAR,111,91,61,0,61,49,48,262,572,56,361,147,1,0,7246
MAHARASHTRA,AKOLA,42,34,19,0,19,19,3,49,107,23,103,92,40,0,3442
MAHARASHTRA,AMRAVATI COMMR.,24,38,20,0,20,16,5,54,77,35,59,53,14,0,2713
MAHARASHTRA,AMRAVATI RURAL,63,56,64,0,64,17,9,39,97,9,41,154,42,0,4442
MAHARASHTRA,AURANGABAD COMMR.,46,55,23,0,23,18,25,178,168,19,245,79,28,0,3659
MAHARASHTRA,AURANGABAD RURAL,74,49,25,0,25,10,16,45,306,10,75,77,25,0,3562
MAHARASHTRA,BEED,84,71,42,0,42,21,32,70,339,35,157,81,9,0,4099
MAHARASHTRA,BHANDARA,20,11,26,0,26,8,3,31,34,11,46,36,33,0,2019
MAHARASHTRA,BULDHANA,49,38,29,0,29,28,5,23,220,10,109,107,35,0,3497
MAHARASHTRA,CHANDRAPUR,44,33,44,0,44,29,4,46,95,28,84,119,79,0,3763
MAHARASHTRA,DHULE,50,39,30,0,30,14,51,54,173,48,94,39,2,0,2542
MAHARASHTRA,GADCHIROLI,57,69,18,0,18,6,4,3,21,1,12,30,5,0,981
MAHARASHTRA,GONDIA,41,28,38,0,38,10,6,19,40,7,47,47,18,0,1772
MAHARASHTRA,HINGOLI,25,16,13,0,13,5,1,7,99,6,30,33,3,0,1391
MAHARASHTRA,JALGAON,102,77,45,0,45,39,38,81,241,94,244,134,51,0,4954
MAHARASHTRA,JALNA,45,69,25,0,25,18,19,71,221,23,100,89,9,0,3051
MAHARASHTRA,KOLHAPUR,63,39,48,0,48,22,11,62,427,104,330,66,32,0,4554
MAHARASHTRA,LATUR,67,63,21,0,21,32,21,39,240,10,192,61,0,0,3237
MAHARASHTRA,MUMBAI COMMR.,215,170,232,0,232,141,29,1131,374,564,1827,614,235,0,30508
MAHARASHTRA,MUMBAI RLY.,8,3,1,0,1,5,1,423,11,11,32,21,3,0,2325
MAHARASHTRA,NAGPUR COMMR.,88,85,57,0,57,39,13,491,169,50,264,84,53,0,8277
MAHARASHTRA,NAGPUR RLY.,5,5,1,0,1,2,4,67,12,2,3,4,4,0,1292
MAHARASHTRA,NAGPUR RURAL,55,30,29,0,29,15,8,42,66,32,54,82,20,0,3622
MAHARASHTRA,NANDED,81,57,48,0,48,32,18,47,276,24,170,71,5,0,4668
MAHARASHTRA,NANDURBAR,35,17,19,0,19,8,14,17,93,6,52,22,4,0,1358
MAHARASHTRA,NASIK COMMR.,32,26,20,0,20,13,14,163,94,28,139,36,16,0,4390
MAHARASHTRA,NASIK RURAL,87,63,46,0,46,20,33,91,403,57,183,98,26,0,5216
MAHARASHTRA,NAVI MUMBAI,57,20,36,0,36,11,6,417,124,80,455,64,25,0,5157
MAHARASHTRA,OSMANABAD,54,31,38,0,38,21,16,23,233,17,116,86,12,0,3055
MAHARASHTRA,PARBHANI,34,63,28,0,28,13,25,65,160,13,106,68,9,0,2836
MAHARASHTRA,PUNE COMMR.,110,124,85,0,85,77,35,731,532,92,756,120,85,0,12308
MAHARASHTRA,PUNE RLY.,4,0,2,0,2,1,7,23,5,1,1,3,0,0,445
MAHARASHTRA,PUNE RURAL,163,97,92,0,92,51,46,258,512,63,293,128,59,0,8433
MAHARASHTRA,RAIGAD,40,13,21,0,21,3,17,42,143,19,164,37,9,0,2159
MAHARASHTRA,RATNAGIRI,10,12,11,0,11,3,9,35,89,24,63,31,17,0,1398
MAHARASHTRA,SANGLI,47,41,33,0,33,23,12,34,202,19,219,57,15,0,2783
MAHARASHTRA,SATARA,65,48,43,0,43,25,51,208,294,38,210,78,29,0,5042
MAHARASHTRA,SINDHUDURG,8,7,9,0,9,5,4,12,49,12,79,20,17,0,803
MAHARASHTRA,SOLAPUR COMMR.,18,27,25,0,25,21,23,98,132,6,106,31,10,0,1992
MAHARASHTRA,SOLAPUR RURAL,92,52,67,0,67,24,15,60,365,27,151,58,40,0,4476
MAHARASHTRA,THANE COMMR.,110,93,107,0,107,77,23,757,280,82,867,203,28,0,10144
MAHARASHTRA,THANE RURAL,146,74,63,0,63,37,48,389,394,48,528,155,32,0,6919
MAHARASHTRA,WARDHA,30,32,40,0,40,25,7,63,82,23,81,93,30,0,3564
MAHARASHTRA,WASHIM,40,31,31,0,31,27,4,35,124,6,49,84,19,0,2241
MAHARASHTRA,YAVATMAL,71,71,64,0,64,60,10,94,165,27,101,143,66,0,6365
MAHARASHTRA,TOTAL,2712,2168,1839,0,1839,1140,793,6949,8860,1900,9398,3935,1294,0,202700
MANIPUR,BISHNUPUR,10,36,11,0,11,7,0,0,3,3,4,3,0,0,314
MANIPUR,CHANDEL,7,12,0,0,0,1,0,0,2,0,2,1,0,0,68
MANIPUR,CHURACHANDPUR,8,6,1,0,1,1,0,0,2,2,6,1,0,0,120
MANIPUR,CID,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
MANIPUR,IMPHAL EAST,10,91,10,0,10,36,0,1,16,12,28,10,0,0,709
MANIPUR,IMPHAL WEST,14,149,18,0,18,47,0,1,19,21,49,21,0,0,1485
MANIPUR,SENAPATI,2,19,2,0,2,3,8,1,3,3,5,1,0,0,176
MANIPUR,TAMENGLONG,11,5,1,0,1,1,0,0,4,0,2,0,0,0,73
MANIPUR,THOUBAL,16,73,20,0,20,37,0,0,21,15,30,12,1,0,691
MANIPUR,UKHRUL,5,18,0,0,0,0,0,0,2,11,8,0,0,0,99
MANIPUR,TOTAL,83,409,63,0,63,133,8,3,72,67,136,49,1,0,3737
MEGHALAYA,GARO HILLS EAST,9,11,2,0,2,1,16,2,0,1,4,3,0,0,147
MEGHALAYA,GARO HILLS SOUTH,7,11,6,0,6,2,2,1,0,2,10,2,0,0,146
MEGHALAYA,GARO HILLS WEST,19,6,6,0,6,7,9,5,0,0,0,2,0,0,471
MEGHALAYA,JAINTIA HILLS,44,11,32,0,32,5,8,7,0,9,14,3,0,0,395
MEGHALAYA,KHASI HILLS EAST,31,8,58,0,58,5,7,25,0,26,61,21,0,0,917
MEGHALAYA,KHASI HILLS WEST,16,13,28,0,28,0,7,5,0,5,11,8,0,0,224
MEGHALAYA,RI-BHOI,11,3,32,0,32,4,3,1,0,1,8,4,0,0,257
MEGHALAYA,TOTAL,137,63,164,0,164,24,52,46,0,44,108,43,0,0,2557
MIZORAM,AIZAWL,12,13,42,0,42,0,1,2,0,8,28,44,0,0,905
MIZORAM,CHAMPHAI,5,1,12,0,12,1,0,0,0,0,5,15,0,0,230
MIZORAM,KOLASIB,4,1,9,0,9,0,1,0,0,4,5,9,0,0,173
MIZORAM,LAWNGTLAI,3,0,7,0,7,1,0,1,1,0,0,0,0,0,89
MIZORAM,LUNGLEI,0,6,16,0,16,0,0,0,0,0,3,4,0,0,142
MIZORAM,MAMIT,3,0,10,0,10,0,0,1,0,0,1,3,0,0,80
MIZORAM,SAIHA,0,0,0,0,0,1,0,0,0,0,0,1,0,0,65
MIZORAM,SERCHHIP,3,0,7,0,7,0,0,0,0,0,0,9,0,0,82
MIZORAM,TOTAL,30,21,103,0,103,3,2,4,1,12,42,85,0,0,1766
NAGALAND,DIMAPUR,26,8,9,0,9,5,1,36,3,11,20,9,0,0,524
NAGALAND,KIPHIRE,4,2,0,0,0,0,0,0,0,0,1,0,0,0,11
NAGALAND,KOHIMA,11,10,1,0,1,0,0,9,0,5,10,2,0,0,178
NAGALAND,LONGLENG,1,1,0,0,0,0,0,0,0,0,0,0,0,0,13
NAGALAND,MOKOKCHUNG,5,6,3,0,3,0,0,0,0,1,2,3,0,0,61
NAGALAND,MON,6,3,3,0,3,2,0,4,0,2,1,0,0,0,62
NAGALAND,PEREN,5,1,0,0,0,0,0,1,0,1,1,0,0,0,29
NAGALAND,PHEK,2,2,1,0,1,0,0,1,0,0,0,2,0,0,43
NAGALAND,TUENSANG,4,2,1,0,1,0,0,0,0,2,3,0,0,0,44
NAGALAND,WOKHA,1,4,2,0,2,0,0,1,0,0,0,0,0,0,59
NAGALAND,ZUNHEBOTO,10,3,1,0,1,3,0,2,0,0,1,0,0,0,66
NAGALAND,TOTAL,75,42,21,0,21,10,1,54,3,22,39,16,0,0,1090
ODISHA,ANGUL,65,63,63,0,63,55,16,104,187,5,61,321,8,0,3835
ODISHA,BALASORE,75,51,87,0,87,130,26,62,65,8,122,242,20,0,4257
ODISHA,BARAGARH,33,90,35,0,35,30,14,68,149,15,34,154,14,0,1749
ODISHA,BERHAMPUR,30,119,18,0,18,17,15,62,33,11,98,158,12,0,1958
ODISHA,BHADRAK,39,55,54,0,54,66,10,17,20,18,87,93,12,0,2624
ODISHA,BOLANGIR,44,71,51,0,51,36,20,45,109,1,59,238,15,0,2151
ODISHA,BOUDH,18,17,10,0,10,8,0,3,39,1,12,79,6,0,660
ODISHA,CUTTACK,48,22,43,0,43,57,3,69,78,5,33,38,7,0,2882
ODISHA,DCP BBSR,46,72,56,0,56,76,19,81,64,13,172,75,22,0,4960
ODISHA,DCP CTC,36,22,28,0,28,43,15,57,32,8,80,30,2,0,2620
ODISHA,DEOGARH,23,16,17,0,17,5,23,14,10,0,4,41,0,0,473
ODISHA,DHENKANAL,47,109,29,0,29,35,11,76,119,13,40,267,18,0,1947
ODISHA,GAJAPATI,12,19,18,0,18,9,0,2,62,4,7,61,3,0,397
ODISHA,GANJAM,86,259,53,0,53,55,18,75,177,23,37,356,27,0,2295
ODISHA,JAGATSINGHPUR,37,27,43,0,43,52,28,83,32,4,37,43,2,0,2139
ODISHA,JAJPUR,78,27,49,0,49,56,24,51,74,21,43,83,4,0,2759
ODISHA,JHARSUGUDA,16,18,21,0,21,6,9,38,26,15,34,41,11,0,1247
ODISHA,KALAHANDI,37,44,65,0,65,41,10,34,72,18,43,120,14,0,1685
ODISHA,KANDHAMAL,29,0,32,0,32,27,4,13,16,7,30,101,4,0,841
ODISHA,KENDRAPARA,49,21,38,0,38,65,5,38,22,9,33,7,4,0,2096
ODISHA,KEONJHAR,97,83,102,0,102,70,8,38,80,34,48,231,24,0,2507
ODISHA,KHURDA,37,54,27,0,27,46,6,47,56,4,37,338,2,0,1848
ODISHA,KORAPUT,55,50,73,0,73,31,18,48,92,1,28,114,9,0,1430
ODISHA,MALKANGIR,40,44,17,0,17,19,12,4,48,10,27,51,4,0,502
ODISHA,MAYURBHANJ,80,60,86,0,86,67,25,37,43,16,56,295,12,0,2565
ODISHA,NAYAGARH,38,99,25,0,25,35,12,40,36,2,31,11,1,0,1242
ODISHA,NOWRANGPUR,39,20,42,0,42,45,4,20,49,2,20,83,14,0,1022
ODISHA,NUAPADA,19,31,18,0,18,17,4,16,36,9,29,62,6,0,921
ODISHA,PURI,61,67,42,0,42,51,12,114,170,2,77,33,3,0,3883
ODISHA,RAYAGADA,24,51,41,0,41,40,9,18,36,12,16,111,9,0,1044
ODISHA,ROURKELA,80,48,65,0,65,22,13,30,19,9,66,102,4,0,1861
ODISHA,SAMBALPUR,54,54,57,0,57,26,0,113,74,7,54,62,4,0,2474
ODISHA,SONEPUR,17,25,12,0,12,8,4,12,30,0,31,53,1,0,559
ODISHA,SRP(CUTTACK),5,6,0,0,0,0,0,17,0,0,7,11,1,0,700
ODISHA,SRP(ROURKELA),6,6,1,0,1,3,1,19,0,0,4,9,0,0,454
ODISHA,SUNDARGARH,48,59,40,0,40,15,4,48,50,10,10,73,5,0,1370
ODISHA,TOTAL,1548,1879,1458,0,1458,1364,402,1613,2205,317,1607,4187,304,0,67957
PUNJAB,AMRITSAR RURAL,46,61,18,0,18,30,3,5,0,12,107,12,0,0,1198
PUNJAB,BARNALA,18,21,25,0,25,8,0,1,0,5,78,4,0,0,688
PUNJAB,BATALA,19,43,25,0,25,20,6,5,0,11,49,10,0,0,1023
PUNJAB,BHATINDA,53,59,44,0,44,31,1,4,0,12,153,19,0,0,1810
PUNJAB,CP AMRITSAR,42,80,27,0,27,45,2,25,0,13,266,14,0,0,1964
PUNJAB,CP JALANDHAR,14,46,33,0,33,29,1,18,0,8,171,17,3,0,1698
PUNJAB,CP LUDHIANA,79,78,69,0,69,99,2,19,0,45,281,30,14,0,3065
PUNJAB,FARIDKOT,22,26,17,0,17,18,1,2,0,10,53,11,1,0,771
PUNJAB,FATEHGARH SAHIB,17,11,15,0,15,7,0,1,0,7,85,3,1,0,767
PUNJAB,FAZILKA,37,30,32,0,32,26,0,2,0,6,92,1,0,0,962
PUNJAB,FEROZPUR,37,43,15,0,15,16,1,3,0,11,128,4,0,0,1228
PUNJAB,G.R.P,5,5,0,0,0,0,0,0,0,0,3,0,0,0,359
PUNJAB,GURDASPUR,19,27,14,0,14,34,1,1,0,10,77,11,0,0,840
PUNJAB,HOSHIARPUR,45,31,33,0,33,28,0,38,0,10,104,14,0,0,1626
PUNJAB,JALANDHAR RURAL,49,49,29,0,29,33,13,25,0,5,181,34,3,0,1634
PUNJAB,KAPURTHALA,24,45,16,0,16,34,6,16,0,5,110,8,0,0,1408
PUNJAB,KHANNA,20,23,14,0,14,10,0,1,0,4,65,3,0,0,834
PUNJAB,LUDHIANA RURAL,25,31,11,0,11,21,0,3,0,13,75,5,1,0,829
PUNJAB,MANSA,15,25,22,0,22,10,0,0,0,5,51,9,0,0,650
PUNJAB,MOGA,37,44,23,0,23,10,2,6,1,9,114,14,0,0,1152
PUNJAB,MUKTSAR,25,30,18,0,18,28,0,4,0,11,45,10,2,0,821
PUNJAB,PATHANKOT,11,6,13,0,13,11,1,3,0,4,41,2,0,0,472
PUNJAB,PATIALA,53,53,44,0,44,32,1,1,0,9,269,24,0,0,2545
PUNJAB,ROPAR,20,8,22,0,22,18,0,0,0,4,78,13,3,0,1108
PUNJAB,SANGRUR,41,45,34,0,34,31,1,5,0,18,134,24,3,0,2103
PUNJAB,SAS NGR,22,51,23,0,23,33,2,7,0,28,435,31,0,0,2414
PUNJAB,SBS NAGAR,19,15,21,0,21,13,2,12,0,6,72,3,0,0,704
PUNJAB,TARN TARAN,41,59,23,1,22,14,2,6,0,8,134,10,0,0,1117
PUNJAB,TOTAL,855,1045,680,1,679,689,48,213,1,289,3451,340,31,0,35790
RAJASTHAN,AJMER,38,36,70,0,70,76,1,17,6,23,1174,72,0,0,6550
RAJASTHAN,ALWAR,100,88,129,0,129,154,8,63,8,23,1213,135,0,0,11941
RAJASTHAN,BANSWARA,34,16,56,0,56,87,0,13,50,13,137,49,3,0,2777
RAJASTHAN,BARAN,45,43,69,0,69,84,0,4,0,18,312,185,2,0,3596
RAJASTHAN,BARMER,29,30,21,0,21,35,0,3,0,17,346,59,0,0,3744
RAJASTHAN,BHARATPUR,91,77,108,0,108,168,1,41,0,8,798,79,0,0,8849
RAJASTHAN,BHILWARA,29,42,59,0,59,70,0,21,18,5,590,98,0,0,4893
RAJASTHAN,BIKANER,45,73,67,0,67,35,0,12,0,11,755,31,0,0,4535
RAJASTHAN,BUNDI,18,32,43,0,43,77,0,3,5,8,292,90,1,0,3124
RAJASTHAN,CHITTORGARH,38,25,59,0,59,81,0,18,17,48,349,64,1,0,4390
RAJASTHAN,CHURU,42,38,59,0,59,26,0,4,0,7,522,5,0,0,3363
RAJASTHAN,DAUSA,30,17,14,0,14,75,0,18,14,8,479,9,0,0,5101
RAJASTHAN,DHOLPUR,50,68,32,0,32,60,1,13,0,1,223,19,0,0,3739
RAJASTHAN,DUNGARPUR,26,12,32,0,32,65,0,16,9,32,65,48,0,0,1844
RAJASTHAN,G.R.P.AJMER,4,2,4,0,4,5,0,2,5,4,7,13,0,0,788
RAJASTHAN,G.R.P.JODHPUR,2,0,1,0,1,0,0,0,0,0,0,2,0,0,131
RAJASTHAN,GANGANAGAR,51,66,77,0,77,73,0,3,0,32,958,58,2,0,5427
RAJASTHAN,HANUMANGARH,49,58,92,0,92,57,1,5,0,5,607,43,0,0,4077
RAJASTHAN,JAIPUR EAST,21,24,41,0,41,55,2,126,48,19,626,24,0,0,6371
RAJASTHAN,JAIPUR NORTH,12,20,37,0,37,54,1,37,12,23,519,29,0,0,2936
RAJASTHAN,JAIPUR RURAL,38,37,39,0,39,86,8,21,12,17,679,46,0,0,5484
RAJASTHAN,JAIPUR SOUTH,17,17,17,0,17,21,1,53,4,79,527,20,0,0,4016
RAJASTHAN,JAIPUR WEST,26,20,38,0,38,60,1,40,3,107,1012,18,0,0,5288
RAJASTHAN,JAISALMER,9,8,12,0,12,5,0,3,8,0,146,20,0,0,1177
RAJASTHAN,JALORE,23,18,13,0,13,39,1,5,11,23,187,40,0,0,2480
RAJASTHAN,JHALAWAR,47,44,81,0,81,76,0,10,29,5,210,205,2,0,3795
RAJASTHAN,JHUNJHUNU,36,15,45,0,45,55,0,9,11,16,510,44,0,0,4358
RAJASTHAN,JODHPUR EAST,12,27,20,0,20,13,0,16,0,1,447,16,0,0,2303
RAJASTHAN,JODHPUR RURAL,34,38,27,0,27,28,1,12,3,8,226,26,0,0,2788
RAJASTHAN,JODHPUR WEST,15,42,20,0,20,23,0,23,0,6,275,27,0,0,2228
RAJASTHAN,KARAULI,41,40,44,0,44,77,0,19,8,6,213,7,0,0,4561
RAJASTHAN,KOTA CITY,28,68,45,0,45,62,0,27,0,21,756,73,0,0,3972
RAJASTHAN,KOTA RURAL,20,56,42,0,42,44,0,8,3,9,199,105,2,0,2331
RAJASTHAN,NAGAUR,49,58,53,0,53,106,1,7,0,8,568,66,0,0,4498
RAJASTHAN,PALI,56,56,61,0,61,104,2,28,0,11,453,75,1,0,5469
RAJASTHAN,PRATAPGARH,29,27,137,0,137,78,0,7,25,3,160,79,0,0,2585
RAJASTHAN,RAJSAMAND,26,19,14,0,14,53,0,19,20,6,302,40,1,0,2439
RAJASTHAN,SAWAI MADHOPUR,24,27,19,0,19,75,0,5,0,9,355,39,0,0,4054
RAJASTHAN,SIKAR,51,34,55,0,55,62,0,4,11,10,912,22,0,0,5824
RAJASTHAN,SIROHI,29,16,29,0,29,64,0,10,26,9,220,74,1,0,1906
RAJASTHAN,TONK,21,24,19,0,19,66,0,3,36,6,310,24,2,0,3232
RAJASTHAN,UDAIPUR,76,80,149,0,149,163,1,59,171,17,1007,174,0,0,7984
RAJASTHAN,TOTAL,1461,1538,2049,0,2049,2697,31,807,573,682,19646,2352,18,0,170948
SIKKIM,EAST,3,4,13,0,13,6,0,2,12,3,22,7,0,0,209
SIKKIM,NORTH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31
SIKKIM,SOUTH,1,2,12,0,12,3,0,2,5,0,6,6,0,0,165
SIKKIM,WEST,2,0,9,0,9,1,0,2,5,0,3,6,0,0,123
SIKKIM,TOTAL,7,7,34,0,34,10,0,6,22,3,31,19,0,0,528
TAMIL NADU,ARIYALUR,19,32,11,0,11,39,1,8,41,0,11,53,0,0,2480
TAMIL NADU,CHENNAI,180,219,94,0,94,65,2,85,95,50,769,90,141,0,19881
TAMIL NADU,CHENNAI RLY.,1,5,0,0,0,2,2,18,2,0,0,5,0,0,558
TAMIL NADU,COIMBATORE RURAL,51,28,9,0,9,32,4,72,130,4,89,38,0,0,5093
TAMIL NADU,COIMBATORE URBAN,29,37,20,0,20,12,2,101,16,9,132,17,2,0,10357
TAMIL NADU,CUDDALORE,70,120,40,0,40,124,7,44,332,0,38,64,0,0,11318
TAMIL NADU,DHARMAPURI,50,32,25,0,25,93,1,21,92,3,36,48,2,0,3742
TAMIL NADU,DINDIGUL,74,89,16,0,16,97,1,60,81,2,118,34,0,0,5985
TAMIL NADU,ERODE,40,31,8,0,8,23,1,44,32,3,118,42,0,0,4789
TAMIL NADU,KANCHIPURAM,76,113,19,0,19,17,1,22,154,0,152,17,1,0,8040
